Iteration,Average Returns
0,-500.0
5,-500.0
10,-500.0
15,-500.0
20,-500.0
25,-500.0
30,-500.0
35,-500.0
40,-500.0
45,-500.0
50,-377.0
55,-314.0
60,-500.0
65,-337.0
70,-343.0
75,-500.0
80,-500.0
85,-500.0
90,-500.0
95,-500.0
100,-233.0
105,-328.0
110,-500.0
115,-500.0
120,-500.0
125,-500.0
130,-500.0
135,-500.0
140,-500.0
145,-414.0
