Iteration,Average Returns
0,-500.0
5,-500.0
10,-500.0
15,-500.0
20,-500.0
25,-500.0
30,-500.0
35,-500.0
40,-500.0
45,-500.0
50,-217.0
55,-309.0
60,-315.0
65,-221.0
70,-215.0
75,-238.0
80,-230.0
85,-292.0
90,-358.0
95,-303.0
100,-230.0
105,-337.0
110,-237.0
115,-230.0
120,-294.0
125,-293.0
130,-233.0
135,-212.0
140,-239.0
145,-238.0
